Dumping particle list:
 0: error
 1572: cowmangler_impact_normal_child_electro
 1573: cowmangler_impact_normal_child_rings
 1574: cowmangler_impact_normal_child_flash
 1575: drg_cowmangler_muzzleflash_normal
 1576: cowmangler_muzzleflash_normal_child_electro
 1577: cowmangler_muzzleflash_normal_child_sparks
 1578: drg_cowmangler_muzzleflash_charged
 1579: drg_cowmangler_idle
 1580: cowmangler_idle_child_electro1
 1581: cowmangler_idle_child_electro2
 1582: cowmangler_idle_child_beam01
 1583: drg_cowmangler_muzzleflash_chargeup
 1584: cowmangler_muzzleflash_chargeup_child_electro
 1585: cowmangler_trail_charged_child_sparks
 1586: drg_cow_explosioncore_normal
 1587: drg_cow_explosion_flash_1
 1588: drg_cow_explosion_flyingembers
 1589: drg_cow_explosion_flashup
 1590: drg_cow_explosion_sparkles
 1591: drg_cow_explosion_smoke
 1592: drg_cow_explosion_coreflash
 1593: drg_cow_muzzleflash_normal
 1594: drg_cow_muzzleflash_sparkles
 1595: drg_cow_rockettrail_normal
 1596: drg_cow_rockettrail_burst
 1597: drg_cow_rockettrail_fire
 1598: drg_cow_rockettrail_charged
 1599: drg_cow_rockettrail_fire_charged
 1600: drg_cow_rockettrail_burst_charged
 1601: drg_cow_explosioncore_charged
 1602: drg_cow_explosion_sparkles_charged
 1603: drg_cow_explosion_sparks
 1604: drg_cow_muzzleflash_charged
 1605: drg_cow_idle_electro2
 1606: drg_cow_idle
 1607: drg_cow_idle_electro1
 1608: drg_cow_explosion_coreflash_blue
 1609: drg_cow_explosion_flash_1_blue
 1610: drg_cow_explosion_flashup_blue
 1611: drg_cow_explosion_flyingembers_blue
 1612: drg_cow_explosion_smoke_blue
 1613: drg_cow_explosion_sparkles_blue
 1614: drg_cow_explosion_sparkles_charged_blue
 1615: drg_cow_explosion_sparks_blue
 1616: drg_cow_explosioncore_charged_blue
 1617: drg_cow_explosioncore_normal_blue
 1618: drg_cow_idle_blue
 1619: drg_cow_idle_electro1_blue
 1620: drg_cow_idle_electro2_blue
 1621: drg_cow_muzzleflash_charged_blue
 1622: drg_cow_muzzleflash_sparkles_blue
 1623: drg_cow_muzzleflash_normal_blue
 1624: drg_cow_rockettrail_burst_blue
 1625: drg_cow_rockettrail_burst_charged_blue
 1626: drg_cow_rockettrail_charged_blue
 1627: drg_cow_rockettrail_fire_charged_blue
 1628: drg_cow_rockettrail_fire_blue
 1629: drg_cow_rockettrail_normal_blue
 1630: bison_projectile_child_ring02
 1631: drg_bison_reload
 1632: bison_idle_child_electro
 1633: bison_idle_child_sparks01
 1634: bison_idle_child_sparks02
 1635: bison_muzzleflash_child_beam02
 1636: bison_impact_child_sparks02
 1637: bison_impact_child_sparks01
 1638: bison_muzzleflash_child_flare
 1639: bison_muzzleflash_child_sparks02
 1640: drg_bison_impact
 1641: bison_impact_child_electro
 1642: bison_impact_child_flare
 1643: drg_bison_idle
 1644: bison_muzzleflash_child_beam01
 1645: bison_muzzleflash_child_beam06
 1646: bison_muzzleflash_child_beam05
 1647: bison_muzzleflash_child_sparks01
 1648: drg_bison_muzzleflash
 1649: bison_muzzleflash_child_sparks_rear
 1650: bison_muzzleflash_child_electro
 1651: bison_muzzleflash_child_beam04
 1652: drg_bison_projectile
 1653: bison_projectile_child_electro
 1654: bison_projectile_child_core
 1655: bison_projectile_child_ring01
 1656: drg_bison_projectile_crit
 1657: bison_projectile_child_core_crit
 1658: bison_projectile_child_ring01_crit
 1659: dxhr_widowmaker_shelleject
 1660: dxhr_widowmaker_metalabsorb
 1661: widowmaker_absorb_nutsnbolts
 1662: widowmaker_absorb_sparks
 1663: dxhr_diamondback_enemytag
 1664: diamondback_enemytag_skull_helper
 1665: diamondback_enemytag_glow
 1666: diamondback_enemytag_skull_black
 1667: diamondback_enemytag_skull_white
 1668: dxhr_arm_muzzleflash
 1669: arm_detonate_electro
 1670: arm_detonate_flare
 1671: arm_detonate_sparks
 1672: arm_muzzleflash_zap
 1673: sniper_dxhr_rail_end_blue
 1674: arm_muzzleflash_zap3
 1675: sniper_dxhr_rail_noise_blue
 1676: dxhr_sniper_muzzleflash
 1677: sniper_dxhr_flash_child01
 1678: sniper_dxhr_flash_child02
 1679: sniper_dxhr_rail
 1680: dxhr_sniper_fizzle
 1681: sniper_dxhr_fizzle
 1682: sniper_dxhr_laser_linetest
 1683: dxhr_sniper_rail_blue
 1684: sniper_dxhr_rail_blue
 1685: widowmaker_shelleject_nutsnbolts
 1686: sniper_dxhr_laser_red_line
 1687: sniper_dxhr_rail_end_red
 1688: arm_muzzleflash_electro
 1689: sniper_dxhr_rail_noise_red
 1690: dxhr_sniper_rail
 1691: sniper_dxhr_rail_noise
 1692: sniper_dxhr_rail_end
 1693: sniper_dxhr_laser_red_pulse
 1694: sniper_dxhr_laser_red_pulse_cp1
 1695: sniper_dxhr_laser_red_pulse_cp0
 1696: sniper_dxhr_laser_red_pulse_line
 1697: sniper_dxhr_laser_blue_line
 1698: dxhr_sniper_laser_red
 1699: dxhr_sniper_laser_blue
 1700: dxhr_sniper_rail_red
 1701: sniper_dxhr_rail_red
 1702: arm_muzzleflash_flare
 1703: arm_muzzleflash_zap2
 1704: dxhr_arm_muzzleflash2
 1705: arm_muzzleflash_test
 1706: arm_impact_sparks
 1707: arm_impact_flare
 1708: dxhr_arm_impact
 1709: taunt_gasblast_matchstrike
 1710: dxhr_lightningball_center_blue
 1711: dxhr_lightningball_center_red
 1712: dxhr_lightningball_glow2_blue
 1713: dxhr_lightningball_glow2_red
 1714: dxhr_lightningball_glow3_blue
 1715: dxhr_lightningball_glow3_red
 1716: dxhr_lightningball_glow_blue
 1717: dxhr_lightningball_glow_red
 1718: dxhr_lightningball_hit_blue
 1719: dxhr_lightningball_hit_zap_blue
 1720: dxhr_lightningball_hit_electro_blue
 1721: dxhr_lightningball_hit_flare_blue
 1722: dxhr_lightningball_hit_electro_red
 1723: dxhr_lightningball_hit_flare_red
 1724: dxhr_lightningball_hit_red
 1725: dxhr_lightningball_hit_zap_red
 1726: dxhr_lightningball_parent_blue
 1727: dxhr_lightningball_parent_red
 1728: dxhr_lightningball_sparks_red
 1729: dxhr_lightningball_sparks_blue
 1730: eyeboss_beam_tp
 1731: eb_beam_tp_spotlight
 1732: eb_beam_tp_ring01
 1733: eb_beam_tp_laser
 1734: eyeboss_aura_calm
 1735: eb_aura_calm02
 1736: eyeboss_aura_stunned
 1737: eb_aura_stunned02
 1738: eyeboss_aura_angry
 1739: eb_aura_angry02
 1740: eb_aura_angry_warp
 1741: eyeboss_tp_escape
 1742: eb_tp_escape_warp
 1743: eb_tp_normal_flash02
 1744: eb_tp_escape_bits
 1745: eb_tp_escape_flash01
 1746: eyeboss_death
 1747: eb_death_gas
 1748: eb_death_goop
 1749: eb_death_bits
 1750: eb_death_flash
 1751: eyeboss_tp_player
 1752: eb_tp_player_rope
 1753: eb_tp_player_flash
 1754: eyeboss_tp_normal
 1755: eb_tp_normal_warp
 1756: eb_tp_normal_flash01
 1757: eb_tp_normal_bits
 1758: eb_doorway_vortex04
 1759: eb_death_vortex04
 1760: eb_death_vortex03
 1761: eb_death_vortex05
 1762: eb_aura_angry01
 1763: eb_spit_bits
 1764: eb_aura_calm01
 1765: eyeboss_beam_angry
 1766: eb_beam_angry_core01
 1767: eb_beam_angry_core03
 1768: eb_beam_angry_core04
 1769: eb_spit_gas
 1770: eb_tp_vortex04
 1771: eb_death_vortex02
 1772: eb_death_vortex01
 1773: eb_tp_vortex02
 1774: eb_tp_vortex01
 1775: eb_projectile_core02
 1776: eb_aura_stunned01
 1777: eb_beam_angry_ring01
 1778: eb_beam_angry_core02
 1779: ep_tp_vortex05
 1780: eyeboss_death_vortex
 1781: eb_tp_vortex03
 1782: eyeboss_spit
 1783: eb_spit_goop
 1784: eyeboss_tp_vortex
 1785: eyeboss_aura_grumpy
 1786: eb_aura_grumpy02
 1787: eyeboss_projectile
 1788: eb_projectile_core01
 1789: eb_projectile_sparks
 1790: eb_aura_grumpy01
 1791: eyeboss_doorway_vortex
 1792: eyeboss_vortex_blue
 1793: eyeboss_vortex_red
 1794: eyeboss_team_blue
 1795: eyeboss_team_sparks
 1796: eyeboss_team_red
 1797: eyeboss_team_sparks_red
 1798: bomb_vortex_skull
 1799: bombinomicon_vortex
 1800: bombinomicon_airwaves
 1801: bombinomicon_airwaves_base
 1802: steam_jet
 1803: steam_plume
 1804: cauldron_smoke_lit
 1805: cauldron_flamethrower
 1806: cauldron_flamethrower_pilot
 1807: cauldron_embers
 1808: cauldron_smoke_lit_bottom
 1809: harbor_smoke_blackbillow_skybox
 1810: harbor_smoke_blackbillowflame_skybox
 1811: harbor_smoke_whitebillow_skybox
 1812: taunt_gasblast_steam
 1813: pomson_impact_electro
 1814: pomson_muzzleflash_electro
 1815: pomson_impact_flare
 1816: pomson_projectile_core
 1817: pomson_projectile_electro
 1818: pomson_projectile_zap
 1819: pomson_muzzleflash_sparks02
 1820: pomson_muzzleflash_flare
 1821: pomson_muzzleflash_cone
 1822: drg_pomson_projectile
 1823: pomson_projectile_ring01
 1824: pomson_projectile_ring02
 1825: pomson_impact_sparks01
 1826: drg_pomson_idle
 1827: pomson_idle_sparks01
 1828: drg_pomson_impact_drain
 1829: pomson_muzzleflash_sparks01
 1830: drg_pomson_muzzleflash
 1831: drg_wrenchmotron_idle
 1832: drg_wrenchmotron_impact
 1833: drg_wrenchmotron_teleport
 1834: wrenchmotron_teleport_beam
 1835: wrenchmotron_teleport_glow_big
 1836: wrenchmotron_teleport_flash
 1837: wrenchmotron_idle_electro
 1838: wrenchmotron_teleport_sparks
 1839: drg_pomson_projectile_crit
 1840: pomson_projectile_crit
 1841: pomson_projectile_crit_bits
 1842: drg_pomson_impact
 1843: manmelter_vacuum_smoke
 1844: manmelter_muzzleflash_electro
 1845: drg_manmelter_vacuum
 1846: manmelter_vacuum_bits
 1847: drg_manmelter_impact
 1848: manmelter_impact_electro
 1849: manmelter_impact_sparks01
 1850: manmelter_impact_sparks02
 1851: manmelter_impact_flare
 1852: manmelter_idle_sparks01
 1853: manmelter_muzzleflash_sparks01
 1854: drg_manmelter_projectile
 1855: manmelter_projectile_electro
 1856: manmelter_projectile_plasma
 1857: manmelter_projectile_glow
 1858: manmelter_projectile_trail
 1859: manmelter_muzzleflash_flare
 1860: manmelter_vacuum_flash
 1861: drg_3rd_idle
 1862: 3rd_idle_glow
 1863: drg_3rd_impact
 1864: drg_manmelter_muzzleflash
 1865: drg_3rd_trail
 1866: 3rd_trail
 1867: 3rd_attack_glow
 1868: drg_manmelter_idle
 1869: phlo_stream_glow
 1870: phlo_stream_main
 1871: phlo_stream_noise_sharp
 1872: phlo_stream_drips
 1873: drg_phlo_idle
 1874: phlo_idle_glow
 1875: manmelter_vacuum_flames
 1876: drg_manmelter_vacuum_flames
 1877: fiery_death_glow
 1878: drg_phlo_stream
 1879: phlo_stream_glow_unlocked
 1880: phlo_stream_muzzle
 1881: phlo_stream_noise_unlocked
 1882: phlo_stream_noise
 1883: manmelter_trail_red
 1884: drg_fiery_death
 1885: fiery_death_main
 1886: fiery_death_flame
 1887: fiery_death_smoke
 1888: fiery_death_embers
 1889: fiery_death_ash
 1890: drg_phlo_stream_crit
 1891: phlo_stream_crit_extras
 1892: fiery_death_main_smoke
 1893: drg_manmelter_trail_blue
 1894: manmelter_trail_blue
 1895: drg_manmelter_trail_red
 1896: new_flame_TEMPLATE
 1897: phlo_stream_crit_extras_new_flame
 1898: drg_phlo_stream_crit_new_flame
 1899: phlo_stream_main_new_flame
 1900: phlo_stream_noise_sharp_new_flame
 1901: phlo_stream_noise_unlocked_new_flame
 1902: phlo_stream_glow_unlocked_new_flame
 1903: phlo_stream_glow_new_flame
 1904: phlo_stream_noise_new_flame
 1905: drg_phlo_stream_new_flame
 1906: xms_ornament_glitter
 1907: xms_ornament_smash_blue
 1908: xms_icicle_melt
 1909: xms_icicle_idle
 1910: xms_icicle_impact_dryice
 1911: xms_ornament_smash_red
 1912: xms_icicle_impact
 1913: xms_snowburst
 1914: xms_snowburst_child01
 1915: xms_snowburst_child02
 1916: xms_snowburst_child03
 1917: taunt_pyro_dosido
 1918: taunt_pyro_dosido_smoke
 1919: taunt_pyro_dosido_embers
 1920: taunt_pyro_dosido_flame
 1921: taunt_pyro_dosido_glow
 1922: taunt_pyro_dosido_smoke_front
 1923: taunt_pyro_dosido_smoke_linger
 1924: taunt_pyro_rps_scissors
 1925: taunt_pyro_rps_rock
 1926: taunt_pyro_rps_paper
 1927: xmas_ornament_glitter_alt
 1928: bot_impact_heavy
 1929: bot_impact_heavy_sparks
 1930: bot_impact_heavy_extrabits
 1931: bot_impact_light
 1932: bot_impact_light_extrabits
 1933: bot_impact_light_sparks
 1934: bot_smoking
 1935: smoke_marker
 1936: flare_glow
 1937: flare_sparks
 1938: mvm_cash_explosion
 1939: mvm_cash_explosion_smoke
 1940: mvm_cash_explosion_embers
 1941: mvm_cash_embers
 1942: mvm_cash_smoke
 1943: bot_eye_glow
 1944: bot_eye_halo
 1945: mvm_tank_destroy_smokefront
 1946: mvm_wood_boards_splinters_MW
 1947: mvm_hatch_destroy
 1948: mvm_hatch_destroy_embers
 1949: mvm_hatch_destroy_smoke
 1950: mvm_hatch_destroy_smolder
 1951: mvm_hatch_destroy_burn
 1952: mvm_hatch_destroy_smolderembers
 1953: mvm_wood_boards_destroy
 1954: mvm_wood_boards_splinters
 1955: mvm_wood_boards_splinters_2BR
 1956: mvm_wood_boards_destroy_2BR
 1957: mvm_wood_boards_destroy_MW
 1958: mvm_tank_destroy
 1959: mvm_tank_destroy_smoke
 1960: mvm_tank_destroy_bloom
 1961: mvm_tank_destroy_embers
 1962: mvm_tank_destroy_smolder
 1963: mvm_tank_destroy_smolderembers
 1964: mvm_tank_destroy_burn
 1965: mvm_path_marker
 1966: mvm_levelup1
 1967: mvm_levelup2
 1968: mvm_levelup3
 1969: bot_impact_heavy_elec
 1970: bot_impact_heavy_elec_glow
 1971: bot_impact_heavy_elec_zap
 1972: bot_impact_light_elec_glow
 1973: bot_impact_light_elec
 1974: bot_death
 1975: bot_death_sparks
 1976: bot_death_bolts
 1977: mvm_cash_embers_red
 1978: bot_radio_waves
 1979: mvm_loot_explosion
 1980: mvm_loot_coreflash
 1981: mvm_loot_dustup2
 1982: mvm_loot_dustup
 1983: mvm_loot_flash1
 1984: mvm_loot_flashup
 1985: mvm_loot_floatember
 1986: mvm_loot_flyember
 1987: mvm_loot_smoke
 1988: mvm_loot_debris
 1989: mvm_emergency_light_flash
 1990: mvm_emergency_light_flash_yellow
 1991: mvm_emergency_light_glow_yellow
 1992: mvm_emergencylight_glow
 1993: mvm_shield_impact_flashup
 1994: mvm_shield_impact
 1995: mvm_soldier_shockwave2d
 1996: mvm_soldier_shockwave_stun
 1997: mvm_soldier_shockwave_stun2
 1998: mvm_soldier_shockwave_stun3
 1999: mvm_soldier_shockwave_stun4
 2000: mvm_soldier_shockwave
 2001: mvm_soldier_shockwave2b
 2002: mvm_soldier_shockwave2c
 2003: mvm_pow_fuse_movement
 2004: mvm_pow_fuse_smoke
 2005: mvm_pow_fuse_sparks
 2006: mvm_pow_fireworks_sparkler3
 2007: mvm_pow_bam
 2008: mvm_pow_banana
 2009: mvm_pow_boing
 2010: mvm_pow_boot
 2011: mvm_pow_caber
 2012: mvm_pow_crack
 2013: mvm_pow_crash
 2014: mvm_pow_crit
 2015: mvm_pow_gold_seq
 2016: mvm_pow_gold_seq_boot
 2017: mvm_pow_gold_seq_crash
 2018: mvm_pow_gold_seq_wood
 2019: mvm_pow_gold_seq_wood2
 2020: mvm_pow_gold_seq_wood3
 2021: mvm_pow_gold_seq_firework
 2022: mvm_pow_gold_seq_firework_trail
 2023: mvm_pow_fireworks_sparkler2
 2024: mvm_pow_gold_seq_firework2
 2025: mvm_pow_gold_seq_firework_trail2
 2026: mvm_pow_gold_seq_firework3
 2027: mvm_pow_gold_seq_firework_trail3
 2028: mvm_pow_fireworks_flashup
 2029: mvm_pow_gold_seq_crit
 2030: mvm_pow_gold_seq_crit2
 2031: mvm_pow_gold_seq_firework_mid
 2032: mvm_pow_gold_seq_trail_mid
 2033: mvm_pow_gold_seq_wood3mid
 2034: mvm_pow_fireworks_sparkler
 2035: mvm_pow_loot
 2036: mvm_pow_mmph
 2037: mvm_pow_poof
 2038: mvm_pow_pow
 2039: mvm_pow_punch
 2040: mvm_pow_smash
 2041: mvm_pow_test
 2042: mvm_pow_fireworks_glow
 2043: mvm_item_godrays_glow
 2044: mvm_item_godrays_glow2
 2045: mvm_emergencylight_glow_red
 2046: rockettrail_doomsday
 2047: rockettrail_burst_doomsday
 2048: rockettrail_fire_doomsday
 2049: rockettrail_vents_doomsday
 2050: base_destroyed_smoke_doomsday
 2051: australium_bar_glow
 2052: australium_bubbles
 2053: flash_doomsday
 2054: shockwave_ring_doomsday
 2055: dooms_nuke_ring
 2056: dooms_nuke_collumn
 2057: merasmus_blood_smoke
 2058: merasmus_ambient_body
 2059: merasmus_ambient
 2060: merasmus_ambient_glow
 2061: merasmus_ambient_smoke_add
 2062: merasmus_tp
 2063: merasmus_tp_warp
 2064: merasmus_tp_smoke
 2065: merasmus_tp_flash03
 2066: merasmus_tp_flash02
 2067: merasmus_tp_flash01
 2068: merasmus_tp_bits
 2069: merasmus_shoot_flash
 2070: merasmus_blood_bits
 2071: merasmus_blood
 2072: merasmus_shoot_smoke
 2073: merasmus_shoot
 2074: merasmus_shoot_bits
 2075: merasmus_shoot_blast
 2076: merasmus_book_attack
 2077: merasmus_book_attack_debris01
 2078: merasmus_book_attack_debris02
 2079: merasmus_book_attack_debris03
 2080: merasmus_book_attack_debris04
 2081: merasmus_book_attack_debris05
 2082: merasmus_book_attack_debris06
 2083: merasmus_book_attack_debris07
 2084: merasmus_book_attack_fog
 2085: merasmus_book_attack_core
 2086: merasmus_book_attack_blast
 2087: merasmus_spawn
 2088: merasmus_spawn_fog
 2089: merasmus_spawn_burst
 2090: merasmus_spawn_core
 2091: merasmus_spawn_flash
 2092: merasmus_spawn_flash2
 2093: fuse_flame
 2094: fuse_smoke
 2095: fuse_sparks
 2096: merasmus_zap_beam01
 2097: merasmus_zap_beam03
 2098: merasmus_ambient_body_BACKUP
 2099: merasmus_ambient_body_noadd
 2100: merasmus_ambient_body_add
 2101: merasmus_ambient_smoke
 2102: merasmus_zap_beam01_BACKUP
 2103: merasmus_zap_beam_bits
 2104: bombonomicon_spell_trail
 2105: green_vortex_rain
 2106: merasmus_zap_flash
 2107: merasmus_zap
 2108: merasmus_zap_beam02
 2109: merasmus_object_spawn
 2110: halloween_player_death
 2111: halloween_player_death_blue
 2112: halloween_explosion_bits
 2113: halloween_pumpkin_cloud
 2114: halloween_explosion
 2115: merasmus_dazed
 2116: merasmus_dazed_bits
 2117: merasmus_dazed_blood
 2118: merasmus_dazed_explosion
 2119: merasmus_dazed_smoke
 2120: merasmus_dazed_flash
 2121: green_steam_plume
 2122: green_steam_jet
 2123: green_wof_sparks
 2124: merasmus_blood_lowdamage
 2125: merasmus_bomb_explosion
 2126: merasmus_bomb_explosion_bits
 2127: merasmus_bomb_explosion_blast
 2128: merasmus_bomb_explosion_flash
 2129: merasmus_bomb_explosion_smoke
 2130: hwn_bats01
 2131: spell_fireball_small_red_old
 2132: spell_fireball_small_trail_red
 2133: spell_batball_impact_blue
 2134: spell_batball_impact2_blue
 2135: hwn_lava_03_smoke
 2136: underworld_smoke03
 2137: hwn_lava_02_smoke
 2138: hwn_lava_02_goop
 2139: spell_cast_wheel_red
 2140: spell_cast_wheel_text_red
 2141: hwn_cart_drips_blue
 2142: hwn_skeleton_glow_blue
 2143: hwn_skeleton_glow_red
 2144: hwn_cart_drips_red
 2145: hwn_cart_cap_neutral
 2146: spell_cast_wheel_text_blue
 2147: hwn_cart_cap_red
 2148: spell_cast_wheel_blue
 2149: hwn_cart_cap_blue
 2150: spell_fireball_tendril_parent_red
 2151: spell_fireball_tendril_child_red
 2152: spell_fireball_tendril_flash_red
 2153: underworld_smoke01
 2154: underworld_smoke02
 2155: hwn_lava_01_goop
 2156: hwn_lava_01_smoke
 2157: spell_batball_blue
 2158: spell_batball_trail_blue
 2159: spell_lightningball_glow_blue
 2160: spell_lightningball_parent_rope_blue
 2161: spell_lightningball_parent_blue
 2162: spell_lightningball_parent_target_blue
 2163: spell_lightningball_sparks_blue
 2164: spell_lightningball_center_blue
 2165: spell_lightningball_glow2_blue
 2166: spell_lightningball_glow3_blue
 2167: underworld_smoke04
 2168: spell_skeleton_bits_green
 2169: spell_lightningball_parent_red
 2170: spell_lightningball_parent_target_red
 2171: spell_lightningball_parent_rope_red
 2172: spell_lightningball_sparks_red
 2173: spell_lightningball_glow_red
 2174: spell_lightningball_center_red
 2175: spell_lightningball_glow2_red
 2176: spell_lightningball_glow3_red
 2177: spell_fireball_small_blue
 2178: spell_fireball_small_trail_blue
 2179: spell_fireball_small_glow_blue
 2180: spell_fireball_tendril_flash_blue
 2181: spell_fireball_tendril_parent_blue
 2182: spell_fireball_tendril_child_blue
 2183: spell_lightningball_hit_blue
 2184: spell_lightningball_hit_zap_blue
 2185: spell_lightningball_hit_electro_blue
 2186: spell_lightningball_hit_flare_blue
 2187: spell_skeleton_goop_green
 2188: spell_teleport_red
 2189: spell_teleport_black
 2190: spell_teleport_black_red
 2191: spell_teleport_blue
 2192: spell_batball_red
 2193: spell_batball_trail_red
 2194: underworld_skull_eye_glow
 2195: underworld_skull_smoke01
 2196: spell_pumpkin_mirv_bits_blue
 2197: spell_batball_throw_red
 2198: spell_batball_throw_child_red
 2199: spell_overheal_red
 2200: spell_overheal_flash_red
 2201: spell_fireball_small_red
 2202: spell_fireball_small_glow_red
 2203: spellbook_major_burning
 2204: spellbook_major_fire_sparkles
 2205: spellbook_major_fire
 2206: spellbook_major_fog
 2207: spellbook_major_encircling
 2208: spellbook_major_tp_bits
 2209: spellbook_minor_burning
 2210: spellbook_minor_fire
 2211: spellbook_minor_fire_sparkles
 2212: spellbook_minor_sparks
 2213: spell_pumpkin_mirv_goop_red
 2214: spell_pumpkin_mirv_bits_red
 2215: spell_pumpkin_mirv_goop_blue
 2216: spell_lightningball_hit_electro_red
 2217: spell_lightningball_hit_flare_red
 2218: spell_lightningball_hit_red
 2219: spell_lightningball_hit_zap_red
 2220: underworld_skull_zap
 2221: underworld_gate_zap
 2222: underworld_yellow_steam
 2223: spell_batball_throw_child_blue
 2224: spell_batball_throw_blue
 2225: spell_batball_impact_red
 2226: spell_batball_imapct2_red
 2227: spell_overheal_flash_blue
 2228: spell_overheal_blue
 2229: spellbook_rainbow
 2230: spellbook_rainbow_glow
 2231: spellbook_rainbow_glow_white
 2232: spellbook_rainbow_stars
 2233: hammer_impact_button_ring
 2234: kart_impact_glow
 2235: kart_impact_sparks
 2236: kartdamage_4
 2237: kartdamage_smoke4
 2238: hammer_impact_button
 2239: hammer_impact_button_dust2
 2240: hammer_impact_button_dust
 2241: hammer_lock_vanish01
 2242: hammer_lock_vanish02
 2243: hammer_souls_rising
 2244: bonzo_vomit_purple
 2245: bonzo_vomit_bones_purple
 2246: duck_collect_green
 2247: duck_collect_sparkles_green
 2248: duck_collect_blood_green
 2249: bonzo_vomit_bones_red
 2250: bonzo_vomit_red
 2251: bonzo_vomit2_red
 2252: bonzo_vomit_bones2_red
 2253: kart_dust_trail_blue
 2254: kart_dust_trail_red
 2255: hwn_eye_crowd01
 2256: kartimpacttrail
 2257: kart_braking_sparks
 2258: hwn_bats_tent_red
 2259: hwn_eye_crowd02
 2260: hammer_bell_ring_shockwave
 2261: hammer_bell_ring_shockwave2
 2262: hwn_bats_tent_blue
 2263: hammer_bones_kickup
 2264: hammer_debri_kickup2
 2265: hammer_bones_kickup2
 2266: hammer_dust_kickup
 2267: bonzo_vomit_blue
 2268: bonzo_vomit2_blue
 2269: bonzo_vomit_bones2_blue
 2270: bonzo_vomit_bones_blue
 2271: doomsday_tentpole_vanish01
 2272: doomsday_tentpole_vanish02
 2273: duck_pickup
 2274: duck_pickup_bubbles
 2275: duck_pickup_ring
 2276: duck_collect_trail_red
 2277: duck_collect_trail_blue
 2278: duck_collect_trail_special_blue
 2279: duck_collect_trail_special_red
 2280: soul_trail
 2281: loose_cannon_sparks_flash
 2282: loose_cannon_sparks_bang
 2283: loose_cannon_sparks2
 2284: loose_cannon_smoke
 2285: loose_cannon_buildup_glow2
 2286: loose_cannon_buildup_glow1
 2287: loose_cannon_buildup_glow
 2288: loose_cannon_buildup_smoke1
 2289: loose_cannon_buildup_smoke2
 2290: loose_cannon_flame
 2291: loose_cannon_buildup_smoke3c
 2292: loose_cannon_sparks
 2293: loose_cannon_smoke3a
 2294: loose_cannon_buildup_smoke3a
 2295: loose_cannon_buildup_smoke3b
 2296: loose_cannon_buildup_smoke3
 2297: repair_claw_heal_blue
 2298: repair_claw_heal_blue2
 2299: repair_claw_heal_blue3
 2300: repair_claw_heal_red2
 2301: repair_claw_heal_red
 2302: repair_claw_heal_red3
 2303: bl_killtaunt_rays02b1
 2304: bl_killtaunt_rays03b2
 2305: bl_killtaunt_flash02a
 2306: bl_killtaunt_flash02b
 2307: bl_killtaunt_rays02a1
 2308: bl_killtaunt_flash03a
 2309: bl_killtaunt_flash03b
 2310: bl_killtaunt_rays01b2
 2311: bl_killtaunt_sparks01a
 2312: bl_killtaunt_spotlight
 2313: bl_killtaunt_sparks02a
 2314: bl_killtaunt_flash01b
 2315: bl_killtaunt_lightning_flash
 2316: bl_killtaunt_lightning02
 2317: bl_killtaunt_lightning03
 2318: bl_killtaunt_rays
 2319: bl_killtaunt_rays01a1
 2320: bl_killtaunt_rays01a2
 2321: bl_killtaunt_rays01b1
 2322: bl_killtaunt_rays02a2
 2323: bl_killtaunt_rays02b2
 2324: bl_killtaunt_rays03a1
 2325: bl_killtaunt_rays03a2
 2326: bl_killtaunt_rays03b1
 2327: bl_killtaunt_flashes
 2328: bl_killtaunt_flash01a
 2329: bl_killtaunt_sparks01b
 2330: bl_killtaunt_lightning01
 2331: bl_killtaunt_sparks03a
 2332: bl_killtaunt_sparks03b
 2333: bl_killtaunt_sparks02b
 2334: bl_killtaunt_sparks
 2335: bl_killtaunt
 2336: bl_killtaunt_finalburst_smoke
 2337: bl_killtaunt_explosion
 2338: bl_killtaunt_explosion_flash
 2339: bl_killtaunt_explosion_ring
 2340: bl_killtaunt_explosion_smoke
 2341: bl_killtaunt_necksparks
 2342: bl_killtaunt_necksparks_colliding
 2343: bl_killtaunt_necksparks_flashes
 2344: bl_killtaunt_appear
 2345: bl_killtaunt_disappear
 2346: bl_killtaunt_explosion_bits
 2347: bl_killtaunt_finalburst
 2348: smoke_urbantower_skybox
 2349: killstreak_eyes_level4
 2350: killstreak_eyes_rays
 2351: killstreak_eyes_rage01
 2352: killstreak_eyes_rage02
 2353: killstreak_eyes_rings01
 2354: killstreak_eyes_rings02
 2355: killstreak_eyes_rings03
 2356: killstreak_eyes_rings04
 2357: killstreak_eyes_bits03
 2358: killstreak_eyes_base
 2359: killstreak_eyes_level3
 2360: killstreak_eyes_bits02
 2361: killstreak_eyes_level1
 2362: killstreak_eyes_level2
 2363: killstreak_eyes_bits01
 2364: killstreak_eyes_trails01
 2365: killstreak_eyes_trails02
 2366: killstreak_eyes_spikes01
 2367: killstreak_eyes_bits04
 2368: killstreak_eyes_rays02
 2369: taunt_demo_nuke_vapors
 2370: taunt_headbutt_impact_stars
 2371: taunt_conga_fireworks_flash
 2372: taunt_pyro_flip_land
 2373: taunt_pyro_flip_land_rof_expand
 2374: taunt_pyro_balloon_explosion_smoke
 2375: taunt_pyro_flip_trail_backup
 2376: taunt_heavy_flip_land_debris
 2377: taunt_heavy_flip_trail
 2378: taunt_pyro_flip_smoke
